fid,identif,cap_lycee,cap_poste,cap_urgenc,cap_mat,output_location,output_usage,output_capacity,xcoord,ycoord,longitude,x,y
"1299","1067","44098","5382","46745","110994",,,,935952.299999997,6382598.4,935952.299999997,3999940.5106008574,2385505.9856646094
"1300","1048","27500","14048","183156","38505",,,,940667.057599999,6377736.1105,940667.057599999,4004215.4348069122,2380239.5668624528
"1301","1088","27508","25004","38505","70439",,,,940667.057599999,6387736.1105,940667.057599999,4005101.3956356049,2390184.5726784868
"1302","1089","26338","441","155409","170405","1302","140222.5","170405.0",945667.057599999,6387736.1105,945667.057599999,4010091.7759357118,2389727.6937018107
"1303","1109","1788","1639","39158","118678",,,,945667.057599999,6392736.1105,945667.057599999,4010534.9678550758,2394700.5257253884
"1304","1125","4331","6030","80054","116948",,,,939432.299999997,6397447.7,939432.299999997,4004729.9666345902,2399956.5826149830
"1305","1000","53743","4599","39276","118678",,,,930667.057599999,6367736.1105,930667.057599999,3993349.4921503798,2371209.7060156348
"1306","1306","1","1","1","1",,,,921752.876728378,6365923.7250281,921752.876728378,3984292.4473854080,2370223.1983885369
"1307","1309","1","1","1","1",,,,923776.943276511,6364375.90943247,923776.943276511,3986175.5523417066,2368498.8577772831
"1308","976","1244","30647","89506","98663",,,,925667.057599999,6362736.1105,925667.057599999,3987916.8512034807,2366695.3885054556
"1309","999","4331","43163","39158","127767",,,,927025.700000003,6367245.5,927025.700000003,3989671.8521948918,2371054.9628300560
"1310","1314","1","1","1","1",,,,933540.0878028,6370408.4214975,933540.0878028,3996453.4531285553,2373604.2522320878
"1311","952","1978","2755","85856","183156",,,,930667.057599999,6357736.1105,930667.057599999,3992464.7137442986,2361266.5801074770
"1312","977","22559","1834","45625","183156",,,,930667.057599999,6362736.1105,930667.057599999,3992907.0296969833,2366238.0109165264
"1313","974","24566","1609","70344","118678",,,,915450.299999997,6362609.1,915450.299999997,3977709.1008876255,2367504.4216921302
"1314","1303","1","1","1","1",,,,916236.303195231,6365566.53681372,916236.303195231,3978755.2086769319,2370373.1680753422
"1315","973","36402","12326","115916","113322",,,,910591.200000003,6362248.9,910591.200000003,3972827.8480448448,2367591.4475812842
"1316","1307","1","1","1","1",,,,918260.369743364,6363542.47026559,918260.369743364,3980596.1573886215,2368175.1532991379
"1317","1308","1","1","1","1",,,,919689.12260087,6360446.83907433,919689.12260087,3981748.2110240054,2364966.2656095074
"1318","948","23393","30360","216","457767",,,,910748.399999999,6357161.6,910748.399999999,3972534.7661296912,2362518.6470849877
"1319","949","15423","6214","23408","113506",,,,915667.057599999,6357736.1105,915667.057599999,3977494.3882438713,2362639.2879697643
"1320","975","8269","13307","127012","127767",,,,920667.057599999,6362736.1105,920667.057599999,3982926.7287084623,2367153.0046198480
"1321","886","1666","45268","216","118678",,,,916015.700000003,6348714.6,916015.700000003,3977044.7240482094,2353637.8257116489
"1322","925","32738","7171","118106","46745",,,,925667.057599999,6352736.1105,925667.057599999,3987032.3961093538,2356752.7021592553
"1323","1311","1","1","1","1",,,,924173.819070263,6354890.57796181,924173.819070263,3985732.6108433777,2359031.3499965910
"1324","1310","1","1","1","1",,,,917704.743632112,6355644.64196994,917704.743632112,3979343.0553507926,2360373.1959645199
"1325","950","26338","9595","155409","457767",,,,920667.057599999,6357736.1105,920667.057599999,3982484.4403083310,2362181.4807790918
"1326","924","20916","5655","14048","98663",,,,920896.799999997,6353096.4,920896.799999997,3982303.4435888254,2357547.4057841632
"1327","923","2294","2315","166558","143078",,,,915667.057599999,6352736.1105,915667.057599999,3977052.2668143255,2357667.9837272223
"1328","1315","1","1","1","1",,,,941834.791892209,6357271.83272432,941834.791892209,4003569.6101228334,2359784.3659173809
"1329","1313","1","1","1","1",,,,938183.534589694,6366280.91324248,938183.534589694,4000722.5318035386,2369075.5465716226
"1330","978","8133","2891","95904","98453",,,,935667.057599999,6362736.1105,935667.057599999,3997897.2632921250,2365780.8718290650
"1331","980","441","5615","115916","116948",,,,945667.057599999,6362736.1105,945667.057599999,4007877.8921977128,2364867.3090515812
"1332","927","227","1202","107739","70439",,,,935667.057599999,6352736.1105,935667.057599999,3997012.7481049383,2355838.3696077676
"1333","1003","18855","8314","341975","110994",,,,944297.299999997,6368374.7,944297.299999997,4007009.7952232314,2370598.9396572202
"1334","979","8440","1202","89506","118678",,,,940667.057599999,6362736.1105,940667.057599999,4002887.5510916170,2365323.9712168798
"1335","1002","18855","8314","341975","110994",,,,940356.899999999,6367213.2,940356.899999999,4002974.1972457287,2369803.9609956262
"1336","954","23390","4283","39276","105730",,,,940667.057599999,6357736.1105,940667.057599999,4002445.2069303682,2360352.6308956719
"1337","1312","1","1","1","1",,,,933341.649905925,6363542.47026559,933341.649905925,3995647.7389603807,2366795.2223865669
"1338","955","17250","6072","142826","70439",,,,945667.057599999,6357736.1105,945667.057599999,4007435.5336807794,2359896.0130215017
"1339","953","55609","283","9265","46745",,,,935667.057599999,6357736.1105,935667.057599999,3997454.9333182406,2360809.4865816855
"1340","1040","17646","30712","153397","159647",,,,900540.600000001,6377407.5,900540.600000001,3964139.1751238103,2383587.3618477732
"1341","993","21839","25878","89506","159825",,,,895667.057599999,6367736.1105,895667.057599999,3958419.3715490950,2374416.6935469392
"1342","1017","17112","741","105730","457767",,,,895731.899999999,6371873.6,895731.899999999,3958850.2756773718,2378525.2806304097
"1343","996","5060","22","95904","92412",,,,910667.057599999,6367736.1105,910667.057599999,3973389.0719712889,2373040.8350218078
"1344","1302","1","1","1","1",,,,907782.848788322,6366320.60082185,907782.848788322,3970385.3842549538,2371897.6347836098
"1345","1018","12266","5038","24518","457767",,,,900563.5,6372173.2,900563.5,3963698.5856788880,2378379.7778974753
"1346","1301","1","1","1","1",,,,903456.90263643,6371122.79792624,903456.90263643,3966493.1580942911,2377069.7470211573
"1347","994","3390","1946","105730","279505",,,,900667.057599999,6367736.1105,900667.057599999,3963409.2113597393,2373957.8347900389
"1348","1522","1","1","1","1",,,,896716.237069582,6376888.45908603,896716.237069582,3960276.6049132138,2383422.1866795751
"1349","972","115916","11433","56541","122304",,,,905838.799999997,6363963.5,905838.799999997,3968236.6887064008,2369732.0119283828
"1350","995","21839","4400","116707","65356",,,,905667.057599999,6367736.1105,905667.057599999,3968399.1117979712,2373499.2152861184
"1351","1019","115916","23786","216","92412",,,,905918.799999997,6373013.3,905918.799999997,3969117.4496371495,2378723.9736016211
"1352","1041","12282","14108","23408","122732",,,,906760.299999997,6376853.7,906760.299999997,3970297.2953904239,2382466.0210053772
"1353","998","11712","14340","115916","330630",,,,920667.057599999,6367736.1105,920667.057599999,3983369.1679510367,2372124.7921474287
"1354","1022","20173","797","27953","194329",,,,920667.057599999,6372736.1105,920667.057599999,3983811.7576120594,2377096.8396785362
"1355","1023","46475","14474","9265","106408",,,,925480.200000003,6372458.8,925480.200000003,3988590.8593918239,2376380.4672774938
"1356","1021","9325","3009","42476","67899",,,,915667.057599999,6372736.1105,915667.057599999,3978821.6714574681,2377554.7883860441
"1357","997","15956","1609","125962","70439",,,,915667.057599999,6367736.1105,915667.057599999,3978379.0909867631,2372582.6939815124
"1358","1299","1","1","1","1",,,,918815.995854616,6376837.80935627,918815.995854616,3982327.5430850638,2381345.3239549249
"1359","1305","1","1","1","1",,,,919133.496489618,6371678.4240375,919133.496489618,3982187.5948774465,2376185.4746531225
"1360","1020","27508","3420","216","105730",,,,910667.057599999,6372736.1105,910667.057599999,3973831.6434100759,2378012.9769412791
"1361","1300","1","1","1","1",,,,903099.714422054,6375607.49439564,903099.714422054,3966533.7270829454,2381562.4304612335
"1362","1304","1","1","1","1",,,,918736.620695866,6369217.79411624,918736.620695866,3981573.6941567934,2373774.9326031744
"1363","1042","6606","8772","85856","46745",,,,910667.057599999,6377736.1105,910667.057599999,3974274.3691951768,2382985.3745809011
"1364","1043","65516","3518","108402","143078",,,,915667.057599999,6377736.1105,915667.057599999,3979264.4040979366,2382527.1388081922
"1365","1316","1","1","1","1",,,,950883.559989745,6355208.07859681,950883.559989745,4012418.3852389343,2356906.4830895942
"1366","891","5096","1240","95904","117798",,,,940667.057599999,6347736.1105,940667.057599999,4001560.9468188337,2350410.7596674925
"1367","892","33340","270","163070","67899",,,,944464.600000001,6347920.8,944464.600000001,4005367.4375057374,2350247.6056421413
"1368","926","24566","1408","70344","330630",,,,930667.057599999,6352736.1105,930667.057599999,3992022.5447201007,2356295.4172677086
"1369","951","28499","283","24518","106408",,,,925667.057599999,6357736.1105,925667.057599999,3987474.5491079944,2361723.9114987729
"1370","928","4737","2755","21440","105730",,,,940667.057599999,6352736.1105,940667.057599999,4002003.0053622602,2355381.5591541743
"1371","929","68765","4803","56541","143078",,,,945778.100000002,6353671.3,945778.100000002,4007186.8443087670,2355844.5984543241
"1372","890","58716","4677","106716","122304",,,,935667.057599999,6347736.1105,935667.057599999,3996570.7080814815,2350867.5245829541
"1373","1027","25670","2322","122732","90314",,,,945667.057599999,6372736.1105,945667.057599999,4008763.0287708305,2374810.6930625755
"1374","956","9596","5038","42476","106408",,,,950367.600000001,6358809.6,950367.600000001,4012221.9945559385,2360534.2549687140
"1375","981","42076","2322","127012","170405",,,,950667.057599999,6362736.1105,950667.057599999,4012868.2857122114,2364410.8853025646
"1376","982","42076","2322","127012","170405",,,,951066.399999999,6367754.6,951066.399999999,4013711.0115697775,2369364.3408239176
"1377","983","27508","3907","38505","122732",,,,955064.700000003,6363571.3,955064.700000003,4017331.4300214262,2364840.0518904999
"1378","1290","1","1","1","1",,,,954177.629077883,6372538.32159063,954177.629077883,4017239.8052783199,2373837.1275227363
"1379","1291","1","1","1","1",,,,950103.037595367,6374549.15894564,950103.037595367,4013351.0453607081,2376208.5483251759
"1380","1028","10695","6727","163070","98453",,,,951349.799999997,6371395.8,951349.799999997,4014316.2115801689,2372959.0961292908
"1381","844","1244","1464","163070","270166",,,,920667.057599999,6342736.1105,920667.057599999,3981158.4843907617,2347268.5281655821
"1382","845","50679","4000","117798","38505",,,,924836.799999997,6343429.89999999,924836.799999997,3985381.2302787607,2347576.7445745766
"1383","843","28333","12326","80054","67899",,,,915667.057599999,6342736.1105,915667.057599999,3976168.4859397272,2347726.1911577419
"1384","846","12423","10812","142826","65356",,,,930667.057599999,6342736.1105,930667.057599999,3991138.6491643065,2346353.9101976771
"1385","887","12423","2174","89506","36286",,,,920667.057599999,6347736.1105,920667.057599999,3981600.3177274554,2352239.2388762338
"1386","888","15605","1622","79400","127767",,,,925667.057599999,6347736.1105,925667.057599999,3986590.3926322591,2351781.7641636245
"1387","1330","1","1","1","1",,,,907571.181698322,6343910.34766802,907571.181698322,3968192.6628859593,2349635.0921215652
"1388","889","13093","6324","119535","122304",,,,930667.057599999,6347736.1105,930667.057599999,3991580.5230513718,2351324.5260733948
"1389","1328","1","1","1","1",,,,913696.298115221,6345722.74712615,913696.298115221,3974465.5680255345,2350875.7932600277
"1390","761","23390","5551","166558","122732","1390","99254.5","122732.0",935667.057599999,6332736.1105,935667.057599999,3995245.4634309663,2335956.6579137505
"1391","806","13093","7431","80101","67899",,,,935667.057599999,6337736.1105,935667.057599999,3995687.0653172089,2340926.6650679326
"1392","847","115916","7843","216","167623",,,,935667.057599999,6342736.1105,935667.057599999,3996128.8136763447,2345896.9551798315
"1393","848","15037","1257","39276","46745",,,,940667.057599999,6342736.1105,940667.057599999,4001119.0317308409,2345440.2361076674
"1394","1322","1","1","1","1",,,,936953.219629064,6340007.73569612,936953.219629064,3997171.3821151056,2343067.2584792059
"1395","1321","1","1","1","1",,,,938540.72280407,6344413.05700676,938540.72280407,3999145.0449063969,2347301.4707779540
"1396","392","13093","35436","119535","183156",,,,835667.057599999,6292736.1105,835667.057599999,3891932.2505942401,2305380.3697598865
"1397","393","3988","4422","39158","105730",,,,840667.057599999,6292736.1105,840667.057599999,3896920.9292976642,2304919.5291743511
"1398","350","15956","1110","115916","279505",,,,855667.057599999,6287736.1105,855667.057599999,3911447.8028430864,2298570.2206194806
"1399","396","670","5355","151858","279505",,,,855667.057599999,6292736.1105,855667.057599999,3911887.3785144272,2303538.3861291963
"1400","1372","1","1","1","1",,,,852438.453732866,6290848.71021141,852438.453732866,3908500.0018753977,2301960.0543960985
"1401","431","40","4385","166558","98453",,,,855667.057599999,6297736.1105,855667.057599999,3912327.1387282279,2308506.8629440782
"1402","394","3390","5779","105730","105730",,,,845667.057599999,6292736.1105,845667.057599999,3901909.6774655632,2304458.9183617337
"1403","395","2910","3069","269557","127767",,,,850667.057599999,6292736.1105,850667.057599999,3906898.4941779352,2303998.5373410615
"1404","429","10243","3679","80101","159647",,,,845667.057599999,6297736.1105,845667.057599999,3902349.3583085001,2309427.5143418615
"1405","430","7843","7367","70344","36286",,,,850667.057599999,6297736.1105,850667.057599999,3907338.2146440465,2308967.0734305847
"1406","471","32738","1939","72786","113322",,,,845667.057599999,6302736.1105,845667.057599999,3902789.2276051226,2314396.4174520699
"1407","472","57584","482","54881","167623",,,,850667.057599999,6302736.1105,850667.057599999,3907778.1214164104,2313935.9169133687
"1408","1370","1","1","1","1",,,,844978.458812876,6295509.11153221,844978.458812876,3901466.4449177193,2307277.8907386302
"1409","1371","1","1","1","1",,,,843335.583527125,6292173.06886012,843335.583527125,3899533.9437148198,2304114.1811419316
"1410","428","35858","1722","80054","118678",,,,840667.057599999,6297736.1105,840667.057599999,3897360.5706398343,2309888.1856614351
"1411","470","15814","11289","183156","95904",,,,840667.057599999,6302736.1105,840667.057599999,3897800.4025834794,2314857.1490174574
"1412","1369","1","1","1","1",,,,841977.696811352,6300370.68125535,841977.696811352,3898899.9992610016,2312385.5793324122
"1413","78","9120","1508","155409","167623","1413","77090.0","167623.0",990667.057599999,6247736.1105,990667.057599999,4042647.2092993441,2246512.0036076559
